id,priority_label,title,description,text,category
AUSSEN-L-038,LOW,Laubreste am Gehweg,Ein paar Laubreste liegen am Gehweg.,"Laubreste am Gehweg
Ein paar Laubreste liegen am Gehweg.",Außenbereich
BS-M-052,MEDIUM,Putzabplatzung Decke Keller,An der Kellerdecke platzt Putz ab,"Putzabplatzung Decke Keller
An der Kellerdecke platzt Putz ab",Bauliche Schäden
H-026,HIGH,Keine Wärme im Gebäude,Das gesamte Gebäude ist aktuell ohne Heizung.,"Keine Wärme im Gebäude
Das gesamte Gebäude ist aktuell ohne Heizung.",Heizung / Wärmeversorgung
H-075,HIGH,Heizung ohne Betrieb,Die Heizungsanlage ist abgeschaltet.,"Heizung ohne Betrieb
Die Heizungsanlage ist abgeschaltet.",Heizung / Wärmeversorgung
HL-031,LOW,Heizkörper wird nur mäßig warm,"Die Temperatur ist ausreichend, aber nicht hoch.","Heizkörper wird nur mäßig warm
Die Temperatur ist ausreichend, aber nicht hoch.",Heizung / Wärmeversorgung
REIN-H-087,HIGH,Starke Verschmutzung Eingang,Bereich stark verschmutzt; Fäkalien/Erbrochenes vorhanden.,"Starke Verschmutzung Eingang
Bereich stark verschmutzt; Fäkalien/Erbrochenes vorhanden.",Reinigung
A-L-026,LOW,Aufzugknöpfe verblasst,Die Beschriftung der Knöpfe ist verblasst.,"Aufzugknöpfe verblasst
Die Beschriftung der Knöpfe ist verblasst.",Aufzug
SW-M-035,MEDIUM,Wasserhahn locker montiert,Bewegung beim Öffnen.,"Wasserhahn locker montiert
Bewegung beim Öffnen.",Sanitär / Wasser
BSCH-H-014,HIGH,Feuerlöscher fehlt,Am vorgesehenen Standort fehlt ein Feuerlöscher vollständig.,"Feuerlöscher fehlt
Am vorgesehenen Standort fehlt ein Feuerlöscher vollständig.",Brandschutz
H-059,HIGH,Heizung vollständig ausgefallen,Die Heizungsanlage ist komplett außer Betrieb.,"Heizung vollständig ausgefallen
Die Heizungsanlage ist komplett außer Betrieb.",Heizung / Wärmeversorgung
TF-M-037,MEDIUM,Tür schließt verzogen,Die Tür schließt verzogen.,"Tür schließt verzogen
Die Tür schließt verzogen.",Türen/Fenster
AUSSEN-M-067,MEDIUM,Tor schließt nicht sauber,"Das Außentor schließt nicht bündig, muss nachgestellt werden.","Tor schließt nicht sauber
Das Außentor schließt nicht bündig, muss nachgestellt werden.",Außenbereich
E-H-041,HIGH,Elektrische Leitung beschädigt,Eine elektrische Leitung wurde beschädigt.,"Elektrische Leitung beschädigt
Eine elektrische Leitung wurde beschädigt.",Elektro
SON-H-004,HIGH,Alarmanlage ohne Funktion,Sicherheitsrisiko im Objekt,"Alarmanlage ohne Funktion
Sicherheitsrisiko im Objekt",Sonstige
AUSSEN-M-017,MEDIUM,Zaunfarbe blättert ab,Optische Beeinträchtigung,"Zaunfarbe blättert ab
Optische Beeinträchtigung",Außenbereich
TF-H-035,HIGH,Türverriegelung defekt,Die Verriegelung der Tür funktioniert nicht.,"Türverriegelung defekt
Die Verriegelung der Tür funktioniert nicht.",Türen/Fenster
E-H-059,HIGH,Elektrik im Flur komplett ausgefallen,Im Flur funktioniert keine elektrische Anlage mehr.,"Elektrik im Flur komplett ausgefallen
Im Flur funktioniert keine elektrische Anlage mehr.",Elektro
BSCH-H-029,HIGH,Brandmeldezentrale offline,Die Brandmeldezentrale ist offline und zeigt keine Auswertung/Alarmierung.,"Brandmeldezentrale offline
Die Brandmeldezentrale ist offline und zeigt keine Auswertung/Alarmierung.",Brandschutz
E-H-075,HIGH,Stromausfall in Kindertagesstätte,Die Kita im Gebäude hat keinen Strom.,"Stromausfall in Kindertagesstätte
Die Kita im Gebäude hat keinen Strom.",Elektro
LAERM-H-040,HIGH,Sehr laute Geräusche aus Nachbarwohnung,Nachbarwohnung verursacht extremen Lärm,"Sehr laute Geräusche aus Nachbarwohnung
Nachbarwohnung verursacht extremen Lärm",Lärm
SW-M-025,MEDIUM,Toilette spült nicht vollständig,Reste bleiben im Becken.,"Toilette spült nicht vollständig
Reste bleiben im Becken.",Sanitär / Wasser
A-M-035,MEDIUM,Aufzug bleibt gelegentlich stehen,Der Aufzug bleibt gelegentlich stehen.,"Aufzug bleibt gelegentlich stehen
Der Aufzug bleibt gelegentlich stehen.",Aufzug
AUSSEN-H-011,HIGH,Defekte Außentreppe,Stufe der Außentreppe gebrochen,"Defekte Außentreppe
Stufe der Außentreppe gebrochen",Außenbereich
TF-H-072,HIGH,Fensterrahmen löst sich außen,Der äußere Fensterrahmen löst sich.,"Fensterrahmen löst sich außen
Der äußere Fensterrahmen löst sich.",Türen/Fenster
SM-M-022,MEDIUM,Schimmelbildung im Bad,Schimmel an Fensterbereich im Bad festgestellt.,"Schimmelbildung im Bad
Schimmel an Fensterbereich im Bad festgestellt.",Schimmel
REIN-H-045,HIGH,Hygienische Verunreinigung in Notausgang,Schimmelähnliche Ablagerungen im Notausgang festgestellt; sofortige Reinigung erforderlich.,"Hygienische Verunreinigung in Notausgang
Schimmelähnliche Ablagerungen im Notausgang festgestellt; sofortige Reinigung erforderlich.",Reinigung
H-054,HIGH,Heizungsanlage ausgefallen nachts,Seit der Nacht keine Heizfunktion mehr.,"Heizungsanlage ausgefallen nachts
Seit der Nacht keine Heizfunktion mehr.",Heizung / Wärmeversorgung
AUSSEN-M-005,MEDIUM,Schwergängiges Außentor,Tor lässt sich schwer öffnen,"Schwergängiges Außentor
Tor lässt sich schwer öffnen",Außenbereich
REIN-L-016,LOW,Staub auf Oberflächen in Technikbereich,Minimaler Reinigungsbedarf; geringer Aufwand.,"Staub auf Oberflächen in Technikbereich
Minimaler Reinigungsbedarf; geringer Aufwand.",Reinigung
BS-M-054,MEDIUM,Feine Risse Wand Bad,In der Badwand sind feine Risse sichtbar,"Feine Risse Wand Bad
In der Badwand sind feine Risse sichtbar",Bauliche Schäden
SW-L-039,LOW,Abfluss im Bad optisch dunkel verfärbt,Funktion gegeben.,"Abfluss im Bad optisch dunkel verfärbt
Funktion gegeben.",Sanitär / Wasser
REIN-M-054,MEDIUM,Unordnung im WC,Bereich wirkt ungepflegt; Flecken sichtbar.,"Unordnung im WC
Bereich wirkt ungepflegt; Flecken sichtbar.",Reinigung
REIN-L-018,LOW,Leichte Schlieren in Tiefgarage,Schlieren kaum sichtbar; nur lokal begrenzt.,"Leichte Schlieren in Tiefgarage
Schlieren kaum sichtbar; nur lokal begrenzt.",Reinigung
AUSSEN-H-010,HIGH,Umgestürztes Gerüstteil,Gerüstteil liegt im Außenbereich,"Umgestürztes Gerüstteil
Gerüstteil liegt im Außenbereich",Außenbereich
TF-H-023,HIGH,Terrassentür klemmt stark,Die Terrassentür klemmt stark.,"Terrassentür klemmt stark
Die Terrassentür klemmt stark.",Türen/Fenster
A-L-019,LOW,Aufzugtüren schließen etwas langsam,Die Türen schließen etwas langsamer.,"Aufzugtüren schließen etwas langsam
Die Türen schließen etwas langsamer.",Aufzug
A-L-010,LOW,Aufzug fährt minimal ruckelig,Der Aufzug fährt minimal ruckelig.,"Aufzug fährt minimal ruckelig
Der Aufzug fährt minimal ruckelig.",Aufzug
BSCH-H-031,HIGH,Manipulierter Brandmelder,Ein Brandmelder wurde manipuliert/abgedeckt und ist wirkungslos.,"Manipulierter Brandmelder
Ein Brandmelder wurde manipuliert/abgedeckt und ist wirkungslos.",Brandschutz
LAERM-H-046,HIGH,Nächtlicher Daueralarm,Ein Alarmton läuft die ganze Nacht,"Nächtlicher Daueralarm
Ein Alarmton läuft die ganze Nacht",Lärm
SW-L-024,LOW,Kalkspuren an Spülkasten,Rein kosmetisch.,"Kalkspuren an Spülkasten
Rein kosmetisch.",Sanitär / Wasser
REIN-M-058,MEDIUM,Verschmutzte Kontaktflächen in Notausgang,Handläufe/Griffe/Schalter fleckig; Staub auf Oberflächen. (wiederholt gemeldet),"Verschmutzte Kontaktflächen in Notausgang
Handläufe/Griffe/Schalter fleckig; Staub auf Oberflächen. (wiederholt gemeldet)",Reinigung
H-009,HIGH,Wärmeversorgung ausgefallen,Die Heizkörper bleiben kalt und es ist keine Raumheizung möglich.,"Wärmeversorgung ausgefallen
Die Heizkörper bleiben kalt und es ist keine Raumheizung möglich.",Heizung / Wärmeversorgung
E-H-024,HIGH,Offener Sicherungskasten,Der Sicherungskasten ist offen und frei zugänglich.,"Offener Sicherungskasten
Der Sicherungskasten ist offen und frei zugänglich.",Elektro
BSCH-H-049,HIGH,Heißes Kabel am Sicherungskasten,Am Sicherungskasten riecht es verschmort/Überhitzung erkennbar.,"Heißes Kabel am Sicherungskasten
Am Sicherungskasten riecht es verschmort/Überhitzung erkennbar.",Brandschutz
AUSSEN-H-072,HIGH,Lose Pflasterplatten am Eingang,Mehrere Platten sind lose und kippen im Eingangsbereich.,"Lose Pflasterplatten am Eingang
Mehrere Platten sind lose und kippen im Eingangsbereich.",Außenbereich
BS-M-035,MEDIUM,Feuchte Wand Bad,Eine Wand im Bad ist leicht feucht,"Feuchte Wand Bad
Eine Wand im Bad ist leicht feucht",Bauliche Schäden
REIN-H-064,HIGH,Hygienische Verunreinigung in Gemeinschaftsfläche,Fluchtweg ist beeinträchtigt im Gemeinschaftsfläche festgestellt; sofortige Reinigung erforderlich.,"Hygienische Verunreinigung in Gemeinschaftsfläche
Fluchtweg ist beeinträchtigt im Gemeinschaftsfläche festgestellt; sofortige Reinigung erforderlich.",Reinigung
E-H-060,HIGH,Stromausfall bei Notrufsystem,Das Notrufsystem ist ohne Strom.,"Stromausfall bei Notrufsystem
Das Notrufsystem ist ohne Strom.",Elektro
BS-M-079,MEDIUM,Riss an Treppenabsatz,Am Treppenabsatz ist ein Riss im Estrich sichtbar.,"Riss an Treppenabsatz
Am Treppenabsatz ist ein Riss im Estrich sichtbar.",Bauliche Schäden
LAERM-H-034,HIGH,Massive Lärmbelastung seit Tagen,Seit Tagen massive Lärmbelastung,"Massive Lärmbelastung seit Tagen
Seit Tagen massive Lärmbelastung",Lärm
AUSSEN-L-015,LOW,Leichte Abnutzung an Bordstein,Bordstein optisch abgenutzt,"Leichte Abnutzung an Bordstein
Bordstein optisch abgenutzt",Außenbereich
TF-L-021,LOW,Kleine Lackschäden an Tür,Kleine Lackschäden sind an der Tür sichtbar.,"Kleine Lackschäden an Tür
Kleine Lackschäden sind an der Tür sichtbar.",Türen/Fenster
REIN-H-077,HIGH,Starke Verschmutzung Müllplatz,Bereich stark verschmutzt; Unfallgefahr.,"Starke Verschmutzung Müllplatz
Bereich stark verschmutzt; Unfallgefahr.",Reinigung
REIN-M-070,MEDIUM,Reinigungsbedarf in Technikbereich,Boden/Flächen sichtbar verschmutzt; Reinigungsrückstände.,"Reinigungsbedarf in Technikbereich
Boden/Flächen sichtbar verschmutzt; Reinigungsrückstände.",Reinigung
E-H-085,HIGH,Elektrische Anlage nach Umbau instabil,Nach Umbauarbeiten ist die Elektrik instabil.,"Elektrische Anlage nach Umbau instabil
Nach Umbauarbeiten ist die Elektrik instabil.",Elektro
AUSSEN-H-076,HIGH,Stark beschädigte Spielplatzkante,"Eine Kante am Spielbereich ist gebrochen, Verletzungsgefahr.","Stark beschädigte Spielplatzkante
Eine Kante am Spielbereich ist gebrochen, Verletzungsgefahr.",Außenbereich
SON-H-051,HIGH,Digitale Fluchtwegfreigabe defekt,Evakuierung gefährdet,"Digitale Fluchtwegfreigabe defekt
Evakuierung gefährdet",Sonstige
BSCH-H-050,HIGH,Heißes Kabel am Sicherungskasten,Am Sicherungskasten riecht es verschmort/Überhitzung erkennbar.,"Heißes Kabel am Sicherungskasten
Am Sicherungskasten riecht es verschmort/Überhitzung erkennbar.",Brandschutz
E-L-025,LOW,Schalter klickt laut,Ein Lichtschalter klickt sehr laut.,"Schalter klickt laut
Ein Lichtschalter klickt sehr laut.",Elektro
SM-H-051,HIGH,Massiver Schimmel an Kinderzimmer-Wand,Großflächiger Schimmelbefall an Wand und Decke im Kinderzimmer.,"Massiver Schimmel an Kinderzimmer-Wand
Großflächiger Schimmelbefall an Wand und Decke im Kinderzimmer.",Schimmel
SM-H-048,HIGH,Massiver Schimmel an Bad-Wand,Großflächiger Schimmelbefall an Wand und Decke im Bad.,"Massiver Schimmel an Bad-Wand
Großflächiger Schimmelbefall an Wand und Decke im Bad.",Schimmel
REIN-H-016,HIGH,Starke Verschmutzung Tiefgarage,Bereich stark verschmutzt; Öl-/Chemiespur.,"Starke Verschmutzung Tiefgarage
Bereich stark verschmutzt; Öl-/Chemiespur.",Reinigung
SON-M-025,MEDIUM,Notrufanlage meldet Wartungsbedarf,Funktion aktuell gegeben,"Notrufanlage meldet Wartungsbedarf
Funktion aktuell gegeben",Sonstige
TF-H-037,HIGH,Fenster undicht bei starkem Wind,Starker Luftzug durch undichtes Fenster.,"Fenster undicht bei starkem Wind
Starker Luftzug durch undichtes Fenster.",Türen/Fenster
SW-L-005,LOW,Wasserhahn quietscht leicht,Kein Funktionsverlust.,"Wasserhahn quietscht leicht
Kein Funktionsverlust.",Sanitär / Wasser
SW-H-015,HIGH,Rohrbruch hinter Wand vermutet,Feuchtigkeit und Wasseraustritt deuten auf Rohrbruch hin.,"Rohrbruch hinter Wand vermutet
Feuchtigkeit und Wasseraustritt deuten auf Rohrbruch hin.",Sanitär / Wasser
LAERM-H-002,HIGH,Dauerhaftes Hämmern nachts,Nachts dauerhaftes Hämmern aus angrenzender Wohnung,"Dauerhaftes Hämmern nachts
Nachts dauerhaftes Hämmern aus angrenzender Wohnung",Lärm
HL-016,LOW,Warmwasser nicht sofort heiß,Das Wasser benötigt kurze Zeit zum Aufheizen.,"Warmwasser nicht sofort heiß
Das Wasser benötigt kurze Zeit zum Aufheizen.",Heizung / Wärmeversorgung
AUSSEN-M-079,MEDIUM,Außenmöbel wackeln,Außenmöbel wackeln leicht und sollten nachgezogen werden.,"Außenmöbel wackeln
Außenmöbel wackeln leicht und sollten nachgezogen werden.",Außenbereich
BSCH-H-006,HIGH,Brandmeldeanlage Totalausfall,"Die zentrale Brandmeldeanlage meldet Totalausfall, keine Alarmierung möglich.","Brandmeldeanlage Totalausfall
Die zentrale Brandmeldeanlage meldet Totalausfall, keine Alarmierung möglich.",Brandschutz
SM-H-032,HIGH,Schimmelgeruch und Befall im Heizungsraum,Großflächiger Schimmelbefall an Wand und Decke im Heizungsraum.,"Schimmelgeruch und Befall im Heizungsraum
Großflächiger Schimmelbefall an Wand und Decke im Heizungsraum.",Schimmel
TF-L-032,LOW,Fensterrahmen kleine Delle,Der Fensterrahmen hat eine kleine Delle.,"Fensterrahmen kleine Delle
Der Fensterrahmen hat eine kleine Delle.",Türen/Fenster
SM-H-015,HIGH,Massiver Schimmel an Dachgeschoss-Wand,Großflächiger Schimmelbefall an Wand und Decke im Dachgeschoss.,"Massiver Schimmel an Dachgeschoss-Wand
Großflächiger Schimmelbefall an Wand und Decke im Dachgeschoss.",Schimmel
BS-M-062,MEDIUM,Leichte Betonabplatzung Kellerwand,"An der Kellerwand lösen sich kleine Betonteile, ohne akute Gefahr.","Leichte Betonabplatzung Kellerwand
An der Kellerwand lösen sich kleine Betonteile, ohne akute Gefahr.",Bauliche Schäden
E-M-026,MEDIUM,Elektrik nach Renovierung fehlerhaft,Nach Renovierung treten elektrische Probleme auf.,"Elektrik nach Renovierung fehlerhaft
Nach Renovierung treten elektrische Probleme auf.",Elektro
BS-M-033,MEDIUM,Rissbildung Innenwand Flur,In der Flurwand ist ein Riss entstanden,"Rissbildung Innenwand Flur
In der Flurwand ist ein Riss entstanden",Bauliche Schäden
HL-012,LOW,Heizkörper wird langsam warm,Die Erwärmung dauert etwas länger.,"Heizkörper wird langsam warm
Die Erwärmung dauert etwas länger.",Heizung / Wärmeversorgung
H-071,HIGH,Heizung komplett defekt,Die Heizungsanlage ist vollständig ausgefallen.,"Heizung komplett defekt
Die Heizungsanlage ist vollständig ausgefallen.",Heizung / Wärmeversorgung
REIN-M-004,MEDIUM,Verschmutzte Kontaktflächen in Keller,Handläufe/Griffe/Schalter fleckig; Staub auf Oberflächen.,"Verschmutzte Kontaktflächen in Keller
Handläufe/Griffe/Schalter fleckig; Staub auf Oberflächen.",Reinigung
SON-M-023,MEDIUM,Digitale Zutrittslisten veraltet,Nicht mehr aktuelle Daten,"Digitale Zutrittslisten veraltet
Nicht mehr aktuelle Daten",Sonstige
AUSSEN-M-062,MEDIUM,Unebene Rampe,"Die Rampe ist an einer Stelle uneben, Nutzung eingeschränkt.","Unebene Rampe
Die Rampe ist an einer Stelle uneben, Nutzung eingeschränkt.",Außenbereich
AUSSEN-H-068,HIGH,Geländer an Rampe lose,Das Geländer der Außenrampe ist lose und wackelt stark.,"Geländer an Rampe lose
Das Geländer der Außenrampe ist lose und wackelt stark.",Außenbereich
TF-M-007,MEDIUM,Tür schließt verzögert,Die Tür benötigt lange zum Schließen.,"Tür schließt verzögert
Die Tür benötigt lange zum Schließen.",Türen/Fenster
A-H-015,HIGH,Aufzug außer Betrieb,Der Aufzug ist offiziell außer Betrieb.,"Aufzug außer Betrieb
Der Aufzug ist offiziell außer Betrieb.",Aufzug
LAERM-M-010,MEDIUM,Leichtes Rattern in Decke,In der Decke ist gelegentlich Rattern hörbar,"Leichtes Rattern in Decke
In der Decke ist gelegentlich Rattern hörbar",Lärm
E-M-051,MEDIUM,Beleuchtung Fahrradraum defekt,Der Fahrradraum ist schlecht beleuchtet.,"Beleuchtung Fahrradraum defekt
Der Fahrradraum ist schlecht beleuchtet.",Elektro
TF-L-012,LOW,Fensterdichtung verfärbt,Die Fensterdichtung ist verfärbt.,"Fensterdichtung verfärbt
Die Fensterdichtung ist verfärbt.",Türen/Fenster
SM-M-012,MEDIUM,Schimmel an Sockelleiste im Abstellraum,"Leichter Schimmel sichtbar, vermutlich durch Kondenswasser im Abstellraum.","Schimmel an Sockelleiste im Abstellraum
Leichter Schimmel sichtbar, vermutlich durch Kondenswasser im Abstellraum.",Schimmel
BSCH-H-041,HIGH,Defekter Brandmelder Tiefgarage,Brandmelder in der Tiefgarage ist ohne Funktion.,"Defekter Brandmelder Tiefgarage
Brandmelder in der Tiefgarage ist ohne Funktion.",Brandschutz
TF-H-083,HIGH,Tür lässt sich nicht öffnen oder schließen,Die Tür ist komplett blockiert.,"Tür lässt sich nicht öffnen oder schließen
Die Tür ist komplett blockiert.",Türen/Fenster
BSCH-M-001,MEDIUM,Rauchmelder piept gelegentlich,"Der Rauchmelder gibt sporadisch Pieptöne ab, vermutlich Batteriewarnung.","Rauchmelder piept gelegentlich
Der Rauchmelder gibt sporadisch Pieptöne ab, vermutlich Batteriewarnung.",Brandschutz
AUSSEN-H-065,HIGH,Notweg blockiert durch Hindernis,Fluchtweg nicht nutzbar,"Notweg blockiert durch Hindernis
Fluchtweg nicht nutzbar",Außenbereich
BS-M-051,MEDIUM,Rissbildung Flurwand,In der Flurwand ist ein Riss sichtbar,"Rissbildung Flurwand
In der Flurwand ist ein Riss sichtbar",Bauliche Schäden
BSCH-H-048,HIGH,Defekte Brandschutzverglasung,Brandschutzverglasung ist beschädigt – Schutzwirkung nicht gewährleistet.,"Defekte Brandschutzverglasung
Brandschutzverglasung ist beschädigt – Schutzwirkung nicht gewährleistet.",Brandschutz
AUSSEN-L-040,LOW,Leichte Rostpunkte am Zaun,Kleine Rostpunkte am Zaun sichtbar.,"Leichte Rostpunkte am Zaun
Kleine Rostpunkte am Zaun sichtbar.",Außenbereich
TF-H-012,HIGH,Fenster undicht bei Regen,Bei Regen dringt Wasser durch das Fenster ein.,"Fenster undicht bei Regen
Bei Regen dringt Wasser durch das Fenster ein.",Türen/Fenster
REIN-M-066,MEDIUM,Leichte Geruchsbelästigung in Aufzug,"Geruch wahrnehmbar, vermutlich durch Schmutz; optisch störend.","Leichte Geruchsbelästigung in Aufzug
Geruch wahrnehmbar, vermutlich durch Schmutz; optisch störend.",Reinigung
REIN-H-006,HIGH,Ungeziefer durch Verschmutzung in Hof,Aufgrund von Abfällen wurden Öl-/Chemiespur im Bereich Hof gesichtet.,"Ungeziefer durch Verschmutzung in Hof
Aufgrund von Abfällen wurden Öl-/Chemiespur im Bereich Hof gesichtet.",Reinigung
REIN-M-045,MEDIUM,Leichte Geruchsbelästigung in WC,"Geruch wahrnehmbar, vermutlich durch Schmutz; Laub/Schmutzreste.","Leichte Geruchsbelästigung in WC
Geruch wahrnehmbar, vermutlich durch Schmutz; Laub/Schmutzreste.",Reinigung
TF-M-059,MEDIUM,Tür schließt schwer bei Feuchtigkeit,Bei Feuchtigkeit schließt die Tür schwer.,"Tür schließt schwer bei Feuchtigkeit
Bei Feuchtigkeit schließt die Tür schwer.",Türen/Fenster
SW-H-010,HIGH,Abfluss läuft über,Der Abfluss im Bad läuft über und verursacht Wasserschäden.,"Abfluss läuft über
Der Abfluss im Bad läuft über und verursacht Wasserschäden.",Sanitär / Wasser
A-H-058,HIGH,Aufzug schaltet im Betrieb ab,Der Aufzug schaltet während des Betriebs ab.,"Aufzug schaltet im Betrieb ab
Der Aufzug schaltet während des Betriebs ab.",Aufzug
AUSSEN-M-010,MEDIUM,Rissbildung an Außentreppe,Feine Risse sichtbar,"Rissbildung an Außentreppe
Feine Risse sichtbar",Außenbereich
BS-M-072,MEDIUM,Abplatzung an Garagenwand,In der Tiefgarage gibt es Abplatzungen an der Wandfläche.,"Abplatzung an Garagenwand
In der Tiefgarage gibt es Abplatzungen an der Wandfläche.",Bauliche Schäden
TF-H-068,HIGH,Fenstergriff blockiert,Der Fenstergriff blockiert.,"Fenstergriff blockiert
Der Fenstergriff blockiert.",Türen/Fenster
TF-L-007,LOW,Tür quietscht leicht,Die Tür quietscht gelegentlich leicht.,"Tür quietscht leicht
Die Tür quietscht gelegentlich leicht.",Türen/Fenster
AUSSEN-H-005,HIGH,Beleuchtung komplett ausgefallen,Zugang nachts völlig unbeleuchtet,"Beleuchtung komplett ausgefallen
Zugang nachts völlig unbeleuchtet",Außenbereich
LAERM-L-027,LOW,Kaum hörbarer Lüfter,Lüfter kaum wahrnehmbar,"Kaum hörbarer Lüfter
Lüfter kaum wahrnehmbar",Lärm
SON-M-017,MEDIUM,Fluchtwegsteuerung meldet Warnung,Keine akute Blockade,"Fluchtwegsteuerung meldet Warnung
Keine akute Blockade",Sonstige
SW-H-037,HIGH,Wasser tritt aus Deckenlampe,Wasser läuft aus der Deckeninstallation.,"Wasser tritt aus Deckenlampe
Wasser läuft aus der Deckeninstallation.",Sanitär / Wasser
SW-L-026,LOW,Wasserhahn lässt sich nicht ganz mittig ausrichten,Nur optische Abweichung.,"Wasserhahn lässt sich nicht ganz mittig ausrichten
Nur optische Abweichung.",Sanitär / Wasser
SM-M-014,MEDIUM,Schimmelbildung im Bad,"Leichter Schimmel sichtbar, vermutlich durch Kondenswasser im Bad.","Schimmelbildung im Bad
Leichter Schimmel sichtbar, vermutlich durch Kondenswasser im Bad.",Schimmel
SW-H-059,HIGH,Wasser sammelt sich in Wand,Feuchtigkeit deutet auf Wasserschaden hin.,"Wasser sammelt sich in Wand
Feuchtigkeit deutet auf Wasserschaden hin.",Sanitär / Wasser
TF-H-063,HIGH,Tür beschädigt nach Vandalismus,Die Tür wurde durch Vandalismus beschädigt.,"Tür beschädigt nach Vandalismus
Die Tür wurde durch Vandalismus beschädigt.",Türen/Fenster
BS-H-056,HIGH,Schäden an tragendem Balken,Ein tragender Balken ist gerissen,"Schäden an tragendem Balken
Ein tragender Balken ist gerissen",Bauliche Schäden
H-002,HIGH,Kein Warmwasser verfügbar,In der Wohnung kommt seit mehreren Stunden ausschließlich kaltes Wasser an.,"Kein Warmwasser verfügbar
In der Wohnung kommt seit mehreren Stunden ausschließlich kaltes Wasser an.",Heizung / Wärmeversorgung
TF-H-011,HIGH,Fensterrahmen stark beschädigt,Der Fensterrahmen ist stark beschädigt.,"Fensterrahmen stark beschädigt
Der Fensterrahmen ist stark beschädigt.",Türen/Fenster
REIN-H-044,HIGH,Unrat/Abfall in Gemeinschaftszone,Müll/Unrat liegt im Gemeinschaftszone und verursacht Fluchtweg ist beeinträchtigt.,"Unrat/Abfall in Gemeinschaftszone
Müll/Unrat liegt im Gemeinschaftszone und verursacht Fluchtweg ist beeinträchtigt.",Reinigung
A-L-005,LOW,Aufzugkabine riecht muffig,In der Aufzugkabine ist ein muffiger Geruch wahrnehmbar.,"Aufzugkabine riecht muffig
In der Aufzugkabine ist ein muffiger Geruch wahrnehmbar.",Aufzug
E-M-013,MEDIUM,Steckdose warm bei Nutzung,Eine Steckdose wird bei Nutzung warm.,"Steckdose warm bei Nutzung
Eine Steckdose wird bei Nutzung warm.",Elektro
LAERM-M-034,MEDIUM,Leichtes Dröhnen,Ein leichtes Dröhnen ist wahrnehmbar,"Leichtes Dröhnen
Ein leichtes Dröhnen ist wahrnehmbar",Lärm
BSCH-L-045,LOW,Feuerlöscher optisch abgenutzt – Bereich 25,"Der Feuerlöscher zeigt Gebrauchsspuren, Funktion unklar. (Betroffen: Dachboden).","Feuerlöscher optisch abgenutzt – Bereich 25
Der Feuerlöscher zeigt Gebrauchsspuren, Funktion unklar. (Betroffen: Dachboden).",Brandschutz
BSCH-M-023,MEDIUM,Notausgang schwer auffindbar,Der Notausgang ist schlecht ausgeschildert und schwer zu finden.,"Notausgang schwer auffindbar
Der Notausgang ist schlecht ausgeschildert und schwer zu finden.",Brandschutz
AUSSEN-L-045,LOW,Kleine Farbabplatzer an Bank,An der Bank sind kleine Farbabplatzer sichtbar.,"Kleine Farbabplatzer an Bank
An der Bank sind kleine Farbabplatzer sichtbar.",Außenbereich
H-057,HIGH,Heizsystem außer Betrieb,Das Heizsystem reagiert nicht mehr.,"Heizsystem außer Betrieb
Das Heizsystem reagiert nicht mehr.",Heizung / Wärmeversorgung
SW-M-020,MEDIUM,Druckschwankungen beim Duschen,Der Wasserdruck schwankt.,"Druckschwankungen beim Duschen
Der Wasserdruck schwankt.",Sanitär / Wasser
H-064,HIGH,Heizung ohne Heizleistung,Die Heizkörper bleiben kalt trotz Betrieb.,"Heizung ohne Heizleistung
Die Heizkörper bleiben kalt trotz Betrieb.",Heizung / Wärmeversorgung
LAERM-M-022,MEDIUM,Lautes Rumpeln bei Betrieb,Bei Betrieb rumpelt eine Anlage hörbar,"Lautes Rumpeln bei Betrieb
Bei Betrieb rumpelt eine Anlage hörbar",Lärm
E-H-030,HIGH,Elektrische Sicherung brennt,Eine Sicherung ist sichtbar durchgebrannt.,"Elektrische Sicherung brennt
Eine Sicherung ist sichtbar durchgebrannt.",Elektro
LAERM-L-028,LOW,Leise Schritte im Treppenhaus,Schritte nur leise hörbar,"Leise Schritte im Treppenhaus
Schritte nur leise hörbar",Lärm
LAERM-H-003,HIGH,Sehr laute Musik nach Mitternacht,Nachbarn hören regelmäßig sehr laute Musik nach Mitternacht,"Sehr laute Musik nach Mitternacht
Nachbarn hören regelmäßig sehr laute Musik nach Mitternacht",Lärm
AUSSEN-M-033,MEDIUM,Rost an Außentor,Roststellen sichtbar,"Rost an Außentor
Roststellen sichtbar",Außenbereich
HM-065,MEDIUM,Warmwasser nicht konstant warm,Temperaturschwankungen beim Duschen.,"Warmwasser nicht konstant warm
Temperaturschwankungen beim Duschen.",Heizung / Wärmeversorgung
AUSSEN-H-039,HIGH,Außentür blockiert durch Schaden,Fluchtweg beeinträchtigt,"Außentür blockiert durch Schaden
Fluchtweg beeinträchtigt",Außenbereich
HL-048,LOW,Warmwasserleistung geringfügig reduziert,Die Temperatur ist leicht niedriger.,"Warmwasserleistung geringfügig reduziert
Die Temperatur ist leicht niedriger.",Heizung / Wärmeversorgung
LAERM-M-075,MEDIUM,Regelmäßiges Quietschen Türanlage,Eine Türanlage quietscht regelmäßig und ist deutlich hörbar.,"Regelmäßiges Quietschen Türanlage
Eine Türanlage quietscht regelmäßig und ist deutlich hörbar.",Lärm
