id,title,description,priority_label,impact_annotation,urgency_annotation,category
LAERM-M-042,Leises aber konstantes Brummen,Ein konstantes Brummen ist hörbar,medium,mittel,mittel,Lärm
LAERM-M-043,Lärm aus Technikschacht,Der Technikschacht ist hörbar,medium,mittel,mittel,Lärm
LAERM-M-044,Lautes Öffnen von Fenstern,Fenster verursachen laute Geräusche,medium,mittel,mittel,Lärm
LAERM-M-045,Geräusche aus Nachbarbereich,Geräusche aus Nachbarbereich stören,medium,mittel,mittel,Lärm
LAERM-M-046,Regelmäßiges Summen,Ein Summen ist regelmäßig hörbar,medium,mittel,mittel,Lärm
LAERM-M-047,Lautes Klacken von Anlage,Eine Anlage klackt hörbar,medium,mittel,mittel,Lärm
LAERM-M-048,Störende Lüftergeräusche,Lüftergeräusche stören tagsüber,medium,mittel,mittel,Lärm
LAERM-M-049,Gedämpfter Lärm aus Keller,Gedämpfte Geräusche aus dem Keller,medium,mittel,mittel,Lärm
LAERM-M-050,Geräusche bei Nutzung von Technik,Bei Nutzung entsteht Lärm,medium,mittel,mittel,Lärm
LAERM-M-051,Leichte Lärmbelastung,Leichte aber konstante Lärmbelastung,medium,mittel,mittel,Lärm
LAERM-M-052,Regelmäßiges Rumpeln,Rumpeln tritt regelmäßig auf,medium,mittel,mittel,Lärm
LAERM-M-053,Maschinengeräusche im Hintergrund,Maschinengeräusche im Hintergrund hörbar,medium,mittel,mittel,Lärm
LAERM-M-054,Technik verursacht hörbaren Lärm,Technik verursacht hörbaren Lärm,medium,mittel,mittel,Lärm
LAERM-M-055,Störgeräusche tagsüber,Störgeräusche treten tagsüber auf,medium,mittel,mittel,Lärm
LAERM-L-001,Leises Knacken in der Wand,Gelegentliches Knacken ohne Beeinträchtigung,low,gering,gering,Lärm
LAERM-L-002,Leichtes Summen nachts,Ein sehr leises Summen ist manchmal hörbar,low,gering,gering,Lärm
LAERM-L-003,Geräusch bei Heizungsbetrieb,Bei Heizungsbetrieb leichte Geräusche,low,gering,gering,Lärm
LAERM-L-004,Knarren der Dielen,Boden knarrt bei Bewegung leicht,low,gering,gering,Lärm
LAERM-L-005,Leise Lüftungsgeräusche,Lüftung ist leicht hörbar,low,gering,gering,Lärm
LAERM-L-006,Gelegentliches Klopfen,Seltenes Klopfen ohne Störung,low,gering,gering,Lärm
LAERM-L-007,Leichte Geräusche aus Nebenraum,Kaum wahrnehmbare Geräusche,low,gering,gering,Lärm
LAERM-L-008,Knacken im Rohrsystem,Seltenes Knacken der Rohre,low,gering,gering,Lärm
LAERM-L-009,Leises Brummen,Sehr leises Brummen wahrnehmbar,low,gering,gering,Lärm
LAERM-L-010,Geräusch beim Öffnen von Türen,Türen verursachen leichtes Geräusch,low,gering,gering,Lärm
LAERM-L-011,Leichtes Klirren,Gelegentliches Klirren hörbar,low,gering,gering,Lärm
LAERM-L-012,Kaum hörbare Betriebsgeräusche,Betriebsgeräusche kaum wahrnehmbar,low,gering,gering,Lärm
LAERM-L-013,Leise Schritte von oben,Leise Trittschallgeräusche,low,gering,gering,Lärm
LAERM-L-014,Geräusche aus weiter Entfernung,Sehr entfernte Geräusche hörbar,low,gering,gering,Lärm
LAERM-L-015,Leichtes Klacken,Unregelmäßiges leichtes Klacken,low,gering,gering,Lärm
LAERM-L-016,Gedämpfter Lüfterton,Lüfterton ist kaum hörbar,low,gering,gering,Lärm
LAERM-L-017,Knirschen bei Temperaturwechsel,Material knirscht bei Temperaturwechsel,low,gering,gering,Lärm
LAERM-L-018,Leiser Maschinenbetrieb,Maschinenbetrieb kaum wahrnehmbar,low,gering,gering,Lärm
LAERM-L-019,Unauffällige Nebengeräusche,Nebengeräusche ohne Störung,low,gering,gering,Lärm
LAERM-L-020,Leises Tropfen,Tropfen kaum hörbar,low,gering,gering,Lärm
LAERM-L-021,Leichtes Summen im Hintergrund,Kaum hörbares Summen,low,gering,gering,Lärm
LAERM-L-022,Gelegentliches Knacken im Boden,Boden knackt gelegentlich,low,gering,gering,Lärm
LAERM-L-023,Leises Rauschen,Rauschen kaum wahrnehmbar,low,gering,gering,Lärm
LAERM-L-024,Geringe Geräusche aus Technikraum,Technikraum leicht hörbar,low,gering,gering,Lärm
LAERM-L-025,Unregelmäßige kleine Geräusche,Kleine Geräusche ohne Relevanz,low,gering,gering,Lärm
LAERM-L-026,Leichtes Klappern,Sehr leichtes Klappern hörbar,low,gering,gering,Lärm
LAERM-L-027,Kaum hörbarer Lüfter,Lüfter kaum wahrnehmbar,low,gering,gering,Lärm
LAERM-L-028,Leise Schritte im Treppenhaus,Schritte nur leise hörbar,low,gering,gering,Lärm
LAERM-L-029,Leises Knarren der Tür,Eine Tür knarrt leicht,low,gering,gering,Lärm
LAERM-L-030,Leichte Vibration,Vibration kaum spürbar oder hörbar,low,gering,gering,Lärm
LAERM-L-031,Minimaler Geräuschpegel,Sehr niedriger Geräuschpegel,low,gering,gering,Lärm
LAERM-L-032,Unauffälliges Rauschen,Leises Rauschen ohne Störung,low,gering,gering,Lärm
LAERM-L-033,Kaum hörbares Klacken,Klacken nur selten hörbar,low,gering,gering,Lärm
LAERM-L-034,Leiser Betrieb einer Anlage,Anlage läuft sehr leise,low,gering,gering,Lärm
LAERM-L-035,Geringfügige Geräusche aus Keller,Kellergeräusche kaum wahrnehmbar,low,gering,gering,Lärm
LAERM-L-036,Leichtes Geräusch bei Nutzung,Geräusch nur bei Nutzung hörbar,low,gering,gering,Lärm
LAERM-L-037,Unauffällige Geräusche im Alltag,Alltägliche Geräusche ohne Relevanz,low,gering,gering,Lärm
LAERM-L-038,Leises Summen im Rohr,Sehr leises Summen im Rohrsystem,low,gering,gering,Lärm
LAERM-L-039,Kaum wahrnehmbarer Lärm,Lärm kaum wahrnehmbar,low,gering,gering,Lärm
LAERM-L-040,Leichtes Geräusch bei Temperaturänderung,Geräusch bei Temperaturwechsel minimal,low,gering,gering,Lärm
LAERM-H-066,Kreischender Alarm in Tiefgarage,In der Tiefgarage ertönt seit Stunden ein extrem lauter Alarmton ohne Abschaltung.,high,hoch,hoch,Lärm
LAERM-H-067,Extrem laute Lüfteranlage Dach,Die Dachlüfter laufen extrem laut und sind bis in Wohnungen hörbar.,high,hoch,hoch,Lärm
LAERM-H-068,Nächtlicher Lärm durch Partyraum,Ein Partyraum im Haus verursacht nachts durchgehend sehr lauten Lärm.,high,hoch,hoch,Lärm
LAERM-H-069,Schlagende Rohrleitungen,In den Wänden schlagen Rohrleitungen extrem laut und regelmäßig.,high,hoch,hoch,Lärm
LAERM-H-070,Dauerndes Kreischen aus Technikschacht,Aus dem Technikschacht kommt dauerhaft ein sehr lautes Kreischen.,high,hoch,hoch,Lärm
LAERM-H-071,Extrem lautes Rumpeln im Aufzug,Der Aufzug erzeugt beim Fahren ein sehr lautes Rumpeln und Vibrieren.,high,hoch,hoch,Lärm
LAERM-H-072,Unzumutbarer Lärm durch Baustelle im Innenhof,Im Innenhof laufen extrem laute Arbeiten bereits vor 6 Uhr morgens.,high,hoch,hoch,Lärm
LAERM-H-073,Dauerpoltern über der Wohnung,Über der Wohnung ist über Stunden starkes Poltern ohne Pause.,high,hoch,hoch,Lärm
LAERM-H-074,Heftiger Krach aus Heizzentrale,Aus der Heizzentrale kommt ein extrem lauter Krach und Schlagen.,high,hoch,hoch,Lärm
LAERM-H-075,Nächtliches Kreischen von defektem Lüftungsgitter,Ein Lüftungsgitter kreischt nachts extrem laut bei Wind.,high,hoch,hoch,Lärm
LAERM-H-076,Extrem lautes Klopfen im Heizkörper,"Ein Heizkörper klopft so laut, dass Schlaf unmöglich ist.",high,hoch,hoch,Lärm
LAERM-H-077,Dauerdröhnen durch Klimagerät Nachbarbetrieb,Ein Klimagerät eines Nachbarbetriebs dröhnt ununterbrochen sehr laut.,high,hoch,hoch,Lärm
LAERM-H-078,Massive Körperschall-Vibrationen,Starke Vibrationen mit lautem Brummen übertragen sich durch Wände und Boden.,high,hoch,hoch,Lärm
LAERM-H-079,Laute Pressluftanlage im Keller,Eine Pressluftanlage im Keller läuft extrem laut und permanent.,high,hoch,hoch,Lärm
LAERM-H-080,Extremes Pfeifen aus Steigleitung,Aus der Steigleitung kommt ein extrem lautes Pfeifen dauerhaft.,high,hoch,hoch,Lärm
LAERM-H-081,Nächtlicher Maschinenlärm im Gewerberaum,Im Gewerberaum unter der Wohnung laufen nachts Maschinen extrem laut.,high,hoch,hoch,Lärm
LAERM-H-082,Unkontrolliertes Klappern an Fassadenteil,Ein Fassadenteil klappert bei Wind extrem laut und dauerhaft.,high,hoch,hoch,Lärm
LAERM-H-083,Sehr lauter Kompressor im Technikraum,Ein Kompressor im Technikraum läuft extrem laut ohne Unterbrechung.,high,hoch,hoch,Lärm
LAERM-H-084,Rattern in Decke mit Störungsverdacht,Ein sehr lautes Rattern in der Decke deutet auf einen Defekt hin.,high,hoch,hoch,Lärm
LAERM-H-085,Dauerhaftes Quietschen von Toranlage,"Die Toranlage quietscht extrem laut bei jedem Öffnen, auch nachts.",high,hoch,hoch,Lärm
LAERM-H-086,Extrem laute Pumpgeräusche im Schacht,Aus einem Schacht sind extrem laute Pumpgeräusche dauerhaft hörbar.,high,hoch,hoch,Lärm
LAERM-H-087,Lärmspitzen durch Schläge im Treppenhaus,Im Treppenhaus kommt es ständig zu sehr lauten Schlaggeräuschen.,high,hoch,hoch,Lärm
LAERM-H-088,Dauerlärm durch Notstromaggregat,Ein Notstromaggregat läuft dauerhaft sehr laut.,high,hoch,hoch,Lärm
LAERM-H-089,Extrem laute Rüttelgeräusche aus Boden,Aus dem Boden kommen extrem laute Rüttelgeräusche und Vibrationen.,high,hoch,hoch,Lärm
LAERM-H-090,Unzumutbarer Lärm durch defekte Abluftanlage,Eine defekte Abluftanlage verursacht extremen Lärm rund um die Uhr.,high,hoch,hoch,Lärm
LAERM-M-056,Deutliches Pfeifen aus Lüftung,"Aus der Lüftung ist ein deutliches Pfeifen hörbar, Anlage läuft aber weiter.",medium,mittel,mittel,Lärm
LAERM-M-057,Brummen in Treppenhaus tagsüber,Im Treppenhaus ist tagsüber ein störendes Brummen zu hören.,medium,mittel,mittel,Lärm
LAERM-M-058,Aufzug macht laute Geräusche beim Anfahren,"Beim Anfahren entstehen hörbare Geräusche, die Bewohner stören.",medium,mittel,mittel,Lärm
LAERM-M-059,Regelmäßiges Klopfen aus Heizungsrohren,"Heizungsrohre klopfen regelmäßig, besonders abends.",medium,mittel,mittel,Lärm
LAERM-M-060,Ventilator im Bad hörbar,Der Badlüfter läuft hörbar und stört im Alltag.,medium,mittel,mittel,Lärm
LAERM-M-061,Klappern an Fensterrahmen bei Wind,Bei Wind klappert der Fensterrahmen deutlich.,medium,mittel,mittel,Lärm
LAERM-M-062,Summen aus Kellerraum,Aus einem Kellerraum kommt ein dauerhaftes Summen.,medium,mittel,mittel,Lärm
LAERM-M-063,Leicht erhöhter Lärm durch Nachbarwohnung,"Nachbarwohnung ist häufig laut, jedoch nicht durchgehend nachts.",medium,mittel,mittel,Lärm
LAERM-M-064,Toranlage verursacht lautes Rumpeln,Beim Öffnen rumpelt die Toranlage deutlich.,medium,mittel,mittel,Lärm
LAERM-M-065,Geräusche aus Technikschrank,Aus einem Technikschrank sind regelmäßig Geräusche hörbar.,medium,mittel,mittel,Lärm
LAERM-M-066,Rattern in Rohrleitung bei Wasserentnahme,Bei Wasserentnahme rattern Rohre hörbar.,medium,mittel,mittel,Lärm
LAERM-M-067,Klappern von Lüftungsgitter,Ein Lüftungsgitter klappert bei Betrieb hörbar.,medium,mittel,mittel,Lärm
LAERM-M-068,Poltern aus Treppenhaus am Abend,Abends kommt es regelmäßig zu Poltern im Treppenhaus.,medium,mittel,mittel,Lärm
LAERM-M-069,Störender Lüfterton aus Nachbarraum,Aus einem Nachbarraum ist ein störender Lüfterton hörbar.,medium,mittel,mittel,Lärm
LAERM-M-070,Vibrationen durch Waschraum,Durch den Waschraum entstehen spürbare Vibrationen mit Geräuschen.,medium,mittel,mittel,Lärm
LAERM-M-071,Brummen durch Kühleinheit im Hof,Im Hof brummt eine Kühleinheit hörbar.,medium,mittel,mittel,Lärm
LAERM-M-072,Knistern aus Elektroverteiler,Aus dem Elektroverteiler sind knisternde Geräusche zu hören.,medium,mittel,mittel,Lärm
LAERM-M-073,Deutlich hörbare Schritte von oben,Schritte von oben sind deutlich hörbar und stören tagsüber.,medium,mittel,mittel,Lärm
LAERM-M-074,Geräusche durch Heizungspumpe,"Die Heizungspumpe ist deutlich hörbar, aber funktionsfähig.",medium,mittel,mittel,Lärm
LAERM-M-075,Regelmäßiges Quietschen Türanlage,Eine Türanlage quietscht regelmäßig und ist deutlich hörbar.,medium,mittel,mittel,Lärm
LAERM-M-076,Leichtes Dröhnen aus Aufzugsschacht,Ein Dröhnen aus dem Aufzugsschacht ist regelmäßig hörbar.,medium,mittel,mittel,Lärm
LAERM-M-077,Klappernde Abdeckung im Flur,Eine Abdeckung im Flur klappert bei jeder Bewegung.,medium,mittel,mittel,Lärm
LAERM-M-078,Störende Geräusche aus Heizungsraum,Aus dem Heizungsraum kommen störende Geräusche in Intervallen.,medium,mittel,mittel,Lärm
LAERM-M-079,Lautes Summen bei Beleuchtung,Bei eingeschalteter Beleuchtung ist ein lautes Summen hörbar.,medium,mittel,mittel,Lärm
LAERM-M-080,Baugeräusche am frühen Morgen,Regelmäßige Baugeräusche am frühen Morgen stören die Bewohner.,medium,mittel,mittel,Lärm
LAERM-L-041,Leichtes Klacken im Heizkörper,Gelegentliches leises Klacken im Heizkörper ohne Einschränkung.,low,gering,gering,Lärm
LAERM-L-042,Leises Brummen im Flur,Im Flur ist manchmal ein leises Brummen hörbar.,low,gering,gering,Lärm
LAERM-L-043,Kurzes Rauschen in Lüftung,Gelegentlich kurzes Rauschen aus der Lüftung.,low,gering,gering,Lärm
LAERM-L-044,Leises Knarren Treppenstufe,Eine Treppenstufe knarrt leicht beim Betreten.,low,gering,gering,Lärm
LAERM-L-045,Leises Summen im Keller,Im Keller ist ein sehr leises Summen wahrnehmbar.,low,gering,gering,Lärm
LAERM-L-046,Leichtes Klappern bei Wind,Bei Wind klappert etwas leise am Fenster.,low,gering,gering,Lärm
LAERM-L-047,Kaum hörbares Ticken,Ein kaum hörbares Ticken tritt gelegentlich auf.,low,gering,gering,Lärm
LAERM-L-048,Leises Rumpeln selten,Seltenes leises Rumpeln ohne anhaltende Störung.,low,gering,gering,Lärm
LAERM-L-049,Unauffälliges Surren kurzzeitig,"Kurzzeitiges Surren, das schnell wieder verschwindet.",low,gering,gering,Lärm
LAERM-L-050,Leises Klopfen gelegentlich,Gelegentliches sehr leises Klopfen ohne Relevanz.,low,gering,gering,Lärm
AUSSEN-H-001,Umgestürzter Baum auf Gehweg,Ein Baum blockiert den Gehweg vollständig,high,hoch,hoch,Außenbereich
AUSSEN-H-002,Abgebrochener Ast über Parkplatz,Großer Ast hängt absturzgefährdet über Parkplatz,high,hoch,hoch,Außenbereich
AUSSEN-H-003,Offener Kanalschacht,Schachtdeckel fehlt im Außenbereich,high,hoch,hoch,Außenbereich
AUSSEN-H-004,Starke Eisglätte,Eisglätte auf Hauptzugang,high,hoch,hoch,Außenbereich
AUSSEN-H-005,Beleuchtung komplett ausgefallen,Zugang nachts völlig unbeleuchtet,high,hoch,hoch,Außenbereich
AUSSEN-H-006,Lockerer Zaun droht umzufallen,Zaunelement ist instabil,high,hoch,hoch,Außenbereich
AUSSEN-H-007,Großes Schlagloch auf Zufahrt,Schlagloch verursacht Unfallgefahr,high,hoch,hoch,Außenbereich
AUSSEN-H-008,Abgesackter Gehweg,Gehweg ist stark abgesackt,high,hoch,hoch,Außenbereich
AUSSEN-H-009,Freiliegende Stromleitung,Kabel liegt offen im Außenbereich,high,hoch,hoch,Außenbereich
AUSSEN-H-010,Umgestürztes Gerüstteil,Gerüstteil liegt im Außenbereich,high,hoch,hoch,Außenbereich
AUSSEN-H-011,Defekte Außentreppe,Stufe der Außentreppe gebrochen,high,hoch,hoch,Außenbereich
AUSSEN-H-012,Abbruchkante am Weg,Plötzliche Abbruchkante am Gehweg,high,hoch,hoch,Außenbereich
AUSSEN-H-013,Offene Baugrube,Baugrube ungesichert,high,hoch,hoch,Außenbereich
AUSSEN-H-014,Defekte Schranke klemmt,Schranke blockiert Zufahrt,high,hoch,hoch,Außenbereich
AUSSEN-H-015,Abgestürzte Dachziegel,Ziegel liegen im Eingangsbereich,high,hoch,hoch,Außenbereich
AUSSEN-H-016,Stark beschädigte Bordsteinkante,Bordstein stark beschädigt,high,hoch,hoch,Außenbereich
AUSSEN-H-017,Instabile Außenbeleuchtung,Lampe droht abzustürzen,high,hoch,hoch,Außenbereich
AUSSEN-H-018,Umgefallenes Verkehrsschild,Schild liegt auf Fahrweg,high,hoch,hoch,Außenbereich
AUSSEN-H-019,Defekter Handlauf außen,Handlauf fehlt teilweise,high,hoch,hoch,Außenbereich
AUSSEN-H-020,Große Pfütze bei Frost,Glättebildung durch Wasser,high,hoch,hoch,Außenbereich
AUSSEN-H-021,Offene Abwasseröffnung,Abfluss offen und ungesichert,high,hoch,hoch,Außenbereich
AUSSEN-H-022,Zaun beschädigt mit scharfen Kanten,Verletzungsgefahr durch Metall,high,hoch,hoch,Außenbereich
AUSSEN-H-023,Abgesperrter Bereich offen,Baustellenabsperrung fehlt,high,hoch,hoch,Außenbereich
AUSSEN-H-024,Instabile Müllbox,Müllbox droht umzukippen,high,hoch,hoch,Außenbereich
AUSSEN-H-025,Freiliegende Fundamentkante,Fallgefahr durch Kante,high,hoch,hoch,Außenbereich
AUSSEN-H-026,Außenrampe beschädigt,Rampe nicht mehr sicher nutzbar,high,hoch,hoch,Außenbereich
AUSSEN-H-027,Starker Wasserablauf blockiert,Wasser staut sich gefährlich,high,hoch,hoch,Außenbereich
AUSSEN-H-028,Instabile Sitzbank,Bank droht zusammenzubrechen,high,hoch,hoch,Außenbereich
AUSSEN-H-029,Großer Ast blockiert Eingang,Eingang nicht passierbar,high,hoch,hoch,Außenbereich
AUSSEN-H-030,Absturzgefahr an Böschung,Böschung ungesichert,high,hoch,hoch,Außenbereich
AUSSEN-H-031,Defekte Entwässerungsrinne,Stolpergefahr durch offene Rinne,high,hoch,hoch,Außenbereich
AUSSEN-H-032,Metallteil ragt aus Boden,Verletzungsgefahr,high,hoch,hoch,Außenbereich
AUSSEN-H-033,Stark beschädigtes Pflaster,Pflastersteine locker,high,hoch,hoch,Außenbereich
AUSSEN-H-034,Außenleuchte funkt,Stromschlaggefahr,high,hoch,hoch,Außenbereich
AUSSEN-H-035,Umgestürzter Mast,Mast liegt im Wegbereich,high,hoch,hoch,Außenbereich
AUSSEN-H-036,Defektes Geländer,Geländer instabil,high,hoch,hoch,Außenbereich
AUSSEN-H-037,Große Rissbildung im Weg,Weg stark beschädigt,high,hoch,hoch,Außenbereich
AUSSEN-H-038,Offene Kabeltrasse,Kabel ungesichert im Außenbereich,high,hoch,hoch,Außenbereich
AUSSEN-H-039,Außentür blockiert durch Schaden,Fluchtweg beeinträchtigt,high,hoch,hoch,Außenbereich
AUSSEN-H-040,Stark beschädigte Treppenstufe,Sturzgefahr,high,hoch,hoch,Außenbereich
AUSSEN-H-041,Unbeleuchteter Fluchtweg,Notausgang nachts nicht sichtbar,high,hoch,hoch,Außenbereich
AUSSEN-H-042,Instabile Absperrbake,Bake kippt leicht um,high,hoch,hoch,Außenbereich
AUSSEN-H-043,Abgesackte Rampe,Rampe nicht mehr sicher,high,hoch,hoch,Außenbereich
AUSSEN-H-044,Defekter Gullydeckel,Deckel wackelt stark,high,hoch,hoch,Außenbereich
AUSSEN-H-045,Abbruchstelle an Mauer,Mauerteil bröckelt,high,hoch,hoch,Außenbereich
AUSSEN-H-046,Außenstromkasten offen,Stromkasten nicht verschlossen,high,hoch,hoch,Außenbereich
AUSSEN-H-047,Stolperkante am Eingang,Eingangsbereich gefährlich,high,hoch,hoch,Außenbereich
AUSSEN-H-048,Instabile Treppenkante,Kante bricht weg,high,hoch,hoch,Außenbereich
AUSSEN-H-049,Defektes Pflaster bei Zufahrt,Fahrzeuge gefährdet,high,hoch,hoch,Außenbereich
AUSSEN-H-050,Umgestürzter Baum nahe Spielbereich,Gefahr für Kinder,high,hoch,hoch,Außenbereich
AUSSEN-H-051,Offene Schächte im Hofbereich,Mehrere Schächte offen,high,hoch,hoch,Außenbereich
AUSSEN-H-052,Beleuchtung flackert stark,Unsichere Sichtverhältnisse,high,hoch,hoch,Außenbereich
AUSSEN-H-053,Absturzgefahr an Kellerschacht,Kellerschacht ungesichert,high,hoch,hoch,Außenbereich
AUSSEN-H-054,Defekte Abdeckung am Schacht,Abdeckung fehlt teilweise,high,hoch,hoch,Außenbereich
AUSSEN-H-055,Instabile Außentreppe,Treppe wackelt,high,hoch,hoch,Außenbereich
AUSSEN-H-056,Großer Steinblock auf Weg,Blockiert Gehweg,high,hoch,hoch,Außenbereich
AUSSEN-H-057,Defektes Tor schließt nicht,Tor kann unkontrolliert aufgehen,high,hoch,hoch,Außenbereich
AUSSEN-H-058,Metallgitter lose,Bauteil nicht befestigt,high,hoch,hoch,Außenbereich
AUSSEN-H-059,Abbruchmaterial liegt offen,Baumaterial ungesichert,high,hoch,hoch,Außenbereich
AUSSEN-H-060,Defekte Außenrampe für Rollstuhl,Nicht nutzbar und gefährlich,high,hoch,hoch,Außenbereich
AUSSEN-H-061,Sturzgefahr durch lose Platten,Platten bewegen sich stark,high,hoch,hoch,Außenbereich
AUSSEN-H-062,Offener Kabelschacht,Kabel sichtbar,high,hoch,hoch,Außenbereich
AUSSEN-H-063,Instabile Markierungspfosten,Pfosten kippt leicht,high,hoch,hoch,Außenbereich
AUSSEN-H-064,Außenbereich nach Sturm verwüstet,Mehrere Gefahrenstellen,high,hoch,hoch,Außenbereich
AUSSEN-H-065,Notweg blockiert durch Hindernis,Fluchtweg nicht nutzbar,high,hoch,hoch,Außenbereich
AUSSEN-M-001,Riss im Gehweg,Feiner Riss im Gehweg erkennbar,medium,mittel,mittel,Außenbereich
AUSSEN-M-002,Unebene Pflastersteine,Einige Steine sind leicht abgesackt,medium,mittel,mittel,Außenbereich
AUSSEN-M-003,Außenleuchte defekt,Eine Leuchte ohne Funktion,medium,mittel,mittel,Außenbereich
AUSSEN-M-004,Zaun leicht beschädigt,Zaunelement verbogen,medium,mittel,mittel,Außenbereich
AUSSEN-M-005,Schwergängiges Außentor,Tor lässt sich schwer öffnen,medium,mittel,mittel,Außenbereich
AUSSEN-M-006,Abgenutzte Markierungen,Parkplatzmarkierungen kaum sichtbar,medium,mittel,mittel,Außenbereich
AUSSEN-M-007,Pflaster locker an Randbereich,Steine am Rand bewegen sich,medium,mittel,mittel,Außenbereich
AUSSEN-M-008,Teilweise defekte Beleuchtung,Nicht alle Lampen funktionieren,medium,mittel,mittel,Außenbereich
AUSSEN-M-009,Kleine Absenkung im Hof,Boden leicht abgesackt,medium,mittel,mittel,Außenbereich
AUSSEN-M-010,Rissbildung an Außentreppe,Feine Risse sichtbar,medium,mittel,mittel,Außenbereich
AUSSEN-M-011,Abnutzung an Geländer,Roststellen am Geländer,medium,mittel,mittel,Außenbereich
AUSSEN-M-012,Unregelmäßiger Bodenbelag,Belag nicht eben,medium,mittel,mittel,Außenbereich
AUSSEN-M-013,Defekte Sitzbank,"Bank beschädigt, aber nutzbar",medium,mittel,mittel,Außenbereich
AUSSEN-M-014,Leicht beschädigte Bordsteinkante,Kante bröckelt,medium,mittel,mittel,Außenbereich
AUSSEN-M-015,Pfützenbildung nach Regen,Wasser sammelt sich,medium,mittel,mittel,Außenbereich
AUSSEN-M-016,Unzureichende Außenbeleuchtung,Beleuchtung zu schwach,medium,mittel,mittel,Außenbereich
AUSSEN-M-017,Zaunfarbe blättert ab,Optische Beeinträchtigung,medium,mittel,mittel,Außenbereich
AUSSEN-M-018,Leicht verbogene Absperrbake,Bake steht schief,medium,mittel,mittel,Außenbereich
AUSSEN-M-019,Abgenutzte Treppenkanten,Kanten sichtbar abgenutzt,medium,mittel,mittel,Außenbereich
AUSSEN-M-020,Außenrampe rissig,Risse in Rampenoberfläche,medium,mittel,mittel,Außenbereich
AUSSEN-M-021,Schadhafter Pflasterverband,Uneinheitliches Pflasterbild,medium,mittel,mittel,Außenbereich
AUSSEN-M-022,Schmutzablagerungen im Hof,Hof wirkt ungepflegt,medium,mittel,mittel,Außenbereich
AUSSEN-M-023,Leicht beschädigte Stufe,Stufe minimal abgesplittert,medium,mittel,mittel,Außenbereich
AUSSEN-M-024,Abnutzung an Außenmöbeln,Möbel wackeln leicht,medium,mittel,mittel,Außenbereich
AUSSEN-M-025,Unleserliche Beschilderung,Schild kaum lesbar,medium,mittel,mittel,Außenbereich
AUSSEN-M-026,Riss im Asphalt,Kleiner Asphalt-Riss sichtbar,medium,mittel,mittel,Außenbereich
AUSSEN-M-027,Leicht verstopfter Ablauf,Wasser läuft langsam ab,medium,mittel,mittel,Außenbereich
AUSSEN-M-028,Außenwand verschmutzt,Verschmutzungen sichtbar,medium,mittel,mittel,Außenbereich
AUSSEN-M-029,Lockere Pflastersteine,Einzelne Steine wackeln,medium,mittel,mittel,Außenbereich
AUSSEN-M-030,Außenleuchte beschädigt,Gehäuse gerissen,medium,mittel,mittel,Außenbereich
AUSSEN-M-031,Unsaubere Kanten am Weg,Kanten ausgefranst,medium,mittel,mittel,Außenbereich
AUSSEN-M-032,Teilweise blockierter Weg,Blätter und Schmutz,medium,mittel,mittel,Außenbereich
AUSSEN-M-033,Rost an Außentor,Roststellen sichtbar,medium,mittel,mittel,Außenbereich
AUSSEN-M-034,Schiefer Zaunpfosten,Pfosten nicht mehr gerade,medium,mittel,mittel,Außenbereich
AUSSEN-M-035,Unebene Zufahrt,Kleine Unebenheiten vorhanden,medium,mittel,mittel,Außenbereich
AUSSEN-M-036,Defekte Außenmarkierung,Linien verblasst,medium,mittel,mittel,Außenbereich
AUSSEN-M-037,Verschobene Randsteine,Randsteine verrutscht,medium,mittel,mittel,Außenbereich
AUSSEN-M-038,Außenbank beschädigt,Holz splittert leicht,medium,mittel,mittel,Außenbereich
AUSSEN-M-039,Leichte Beschädigung am Geländer,Schrauben locker,medium,mittel,mittel,Außenbereich
AUSSEN-M-040,Abnutzung an Rampe,Oberfläche rutschig,medium,mittel,mittel,Außenbereich
AUSSEN-M-041,Unsauberer Hofbereich,Müllreste vorhanden,medium,mittel,mittel,Außenbereich
AUSSEN-M-042,Schadhafte Außenstufe,Kleine Abplatzung,medium,mittel,mittel,Außenbereich
AUSSEN-M-043,Schlechte Entwässerung,Wasser steht länger,medium,mittel,mittel,Außenbereich
AUSSEN-M-044,Verwitterte Außenmöbel,Optisch stark abgenutzt,medium,mittel,mittel,Außenbereich
AUSSEN-M-045,Unregelmäßiger Bodenbelag,Belag wirkt uneben,medium,mittel,mittel,Außenbereich
AUSSEN-M-046,Leicht beschädigte Beleuchtung,Lichtabdeckung gerissen,medium,mittel,mittel,Außenbereich
AUSSEN-M-047,Rissbildung im Randbereich,Risse entlang der Kante,medium,mittel,mittel,Außenbereich
AUSSEN-M-048,Verschmutzter Eingangsbereich,Laub und Schmutz,medium,mittel,mittel,Außenbereich
AUSSEN-M-049,Außentor schließt verzögert,Mechanik schwergängig,medium,mittel,mittel,Außenbereich
AUSSEN-M-050,Unebenheit an Parkfläche,Boden leicht abgesackt,medium,mittel,mittel,Außenbereich
AUSSEN-M-051,Rostige Schrauben an Geländer,Befestigung korrodiert,medium,mittel,mittel,Außenbereich
AUSSEN-M-052,Außenrampe verschmutzt,Reinigung erforderlich,medium,mittel,mittel,Außenbereich
AUSSEN-M-053,Schadhafte Wegmarkierung,Markierung unklar,medium,mittel,mittel,Außenbereich
